,Formula,temperature(K),seebeck_coefficient(μV/K),electrical_conductivity(S/m),thermal_conductivity(W/mK),power_factor(W/mK2),ZT,reference,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
1157,Ce0.20Bi1.80Te3.00,398.0,-146.5,77900.0,0.514,0.001671909,1.293,http://dx.doi.org/10.1016/j.pnsc.2013.06.007,Ce0.2 Bi1.8 Te3,52.0,83.0,31.0,63.4,14.112,52.0,15.0,90.0,75.0,85.56,5.644799999999998,90.0,127.6,208.9804,81.38040000000001,157.397584,37.13962752,127.6,544.4,1071.0,526.6,672.42,92.1744,722.66,3.0,16.0,13.0,15.12,1.0560000000000003,16.0,5.0,6.0,1.0,5.4,0.4800000000000001,5.0,138.0,204.0,66.0,144.24,7.488000000000002,138.0,1.12,2.1,0.98,2.032,0.08160000000000003,2.1,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.4799999999999995,0.6240000000000001,4.0,1.0,10.0,9.0,9.64,0.6911999999999996,10.0,0.0,14.0,14.0,5.08,6.4224000000000006,0.0,4.0,29.0,25.0,20.2,6.336,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.2800000000000002,0.5184000000000001,2.0,0.0,9.0,9.0,0.36,0.6912,0.0,0.0,13.0,13.0,0.52,0.9984000000000002,0.0,2.0,22.0,20.0,3.16,1.5072000000000003,2.0,32.95,37.24,4.289999999999999,34.20959999998,0.9069119999855971,34.7633333333,0.0,0.464,0.464,0.27840000000000004,0.22272000000000003,0.464,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,103.28,65.7216,152.0
1158,Sm0.20Bi1.80Te3.00,398.0,-147.7,69000.0,0.6,0.001505255,0.993,http://dx.doi.org/10.1016/j.pnsc.2013.06.007,Sm0.2 Bi1.8 Te3,52.0,83.0,31.0,63.56,13.996800000000002,52.0,23.0,90.0,67.0,85.88,5.030400000000005,90.0,127.6,208.9804,81.38040000000001,157.807344,36.844600320000005,127.6,544.4,1345.0,800.6,683.38,100.06559999999999,722.66,3.0,16.0,13.0,15.12,1.0560000000000003,16.0,5.0,6.0,1.0,5.4,0.4800000000000001,5.0,138.0,198.0,60.0,144.0,7.2,138.0,1.17,2.1,0.9300000000000002,2.0340000000000003,0.0792,2.1,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.4799999999999995,0.6240000000000001,4.0,0.0,10.0,10.0,9.6,0.7680000000000003,10.0,0.0,14.0,14.0,5.279999999999999,6.336,0.0,8.0,29.0,21.0,20.360000000000003,6.2208000000000006,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.2800000000000002,0.5184000000000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.32,0.6144000000000001,0.0,2.0,8.0,6.0,2.6,0.72,2.0,32.95,34.7633333333,1.813333333299994,34.04919999998,0.8569599999839976,34.7633333333,0.0,0.464,0.464,0.27840000000000004,0.22272000000000003,0.464,0.0,0.0,0.0,0.0,0.0,0.0,12.0,166.0,154.0,102.16,64.9152,152.0
1159,Y0.20Bi1.80Te3.00,398.0,-143.3,78100.0,0.596,0.001603775,1.070977204,http://dx.doi.org/10.1016/j.pnsc.2013.06.007,Y0.2 Bi1.8 Te3,39.0,83.0,44.0,62.64000000000001,14.659200000000004,52.0,12.0,90.0,78.0,85.44000000000001,5.875199999999989,90.0,88.90585,208.9804,120.07455,155.349178,38.61447984,127.6,544.4,1799.0,1254.6,701.54,113.14079999999998,722.66,3.0,16.0,13.0,15.12,1.0560000000000003,16.0,5.0,6.0,1.0,5.36,0.46080000000000004,5.0,138.0,190.0,52.0,143.68,6.8160000000000025,138.0,1.22,2.1,0.8800000000000001,2.036,0.07680000000000005,2.1,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.4799999999999995,0.6240000000000001,4.0,1.0,10.0,9.0,9.64,0.6911999999999996,10.0,0.0,14.0,14.0,5.04,6.4512,0.0,3.0,29.0,26.0,20.160000000000004,6.364800000000001,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.2800000000000002,0.5184000000000001,2.0,0.0,9.0,9.0,0.36,0.6912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,2.6399999999999997,0.768,2.0,32.365,34.7633333333,2.3983333332999948,34.01459999998,0.898479999983997,34.7633333333,0.0,0.464,0.464,0.27840000000000004,0.22272000000000003,0.464,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,103.28,65.7216,152.0
1160,Zn0.95In0.05Sb3.00,398.0,163.2,24034.0,0.83,0.000640127,0.306952621,https://doi.org/10.1016/j.intermet.2004.02.030,Zn0.95 In0.05 Sb3,30.0,51.0,21.0,45.9875,7.5940625000000015,51.0,69.0,85.0,16.0,81.075,5.887499999999998,85.0,65.38,121.76,56.38000000000001,108.28297500000001,20.378913125,121.76,429.75,903.78,474.03,847.718375,84.09243749999997,903.78,12.0,15.0,3.0,14.2625,1.1062500000000002,15.0,4.0,5.0,1.0,4.7625,0.3621874999999999,5.0,122.0,142.0,20.0,135.0,6.175,139.0,1.65,2.05,0.3999999999999999,1.951625,0.14756249999999993,2.05,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,2.2625,1.1062499999999997,3.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,3.0,14.2625,1.1062500000000002,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.3125,1.0984375,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.3125,1.0984375,3.0,13.96,31.56,17.599999999999998,27.28875,6.4068749999999985,31.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,194.0,55.0,172.3125,10.3015625,166.0
1161,Ca10.00Ga1.00Sb9.00,398.0,32.46,203.0,0.6767,2.14e-07,0.0001258,https://doi.org/10.1021/acs.chemmater.0c04940,Ca10 Ga1 Sb9,20.0,51.0,31.0,34.5,14.85,20.0,7.0,85.0,78.0,45.45,38.45,7.0,40.078,121.76,81.682,78.31715000000001,39.098565,40.078,302.91,1115.0,812.0899999999999,979.3465,135.6535,1115.0,2.0,15.0,13.0,8.4,6.4,2.0,4.0,5.0,1.0,4.45,0.495,4.0,122.0,176.0,54.0,156.65,19.35,176.0,1.0,2.05,1.0499999999999998,1.513,0.5129999999999999,1.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.4,1.44,0.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,13.0,8.4,6.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.6,1.6,0.0,18.8575,37.77,18.9125,34.029875000000004,3.7401250000000017,37.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,225.0,161.0,190.4,34.6,225.0
1162,Ca10.00In1.00Sb9.00,398.0,125.94,2218.0,0.791,3.52e-05,0.017700907,https://doi.org/10.1021/acs.chemmater.0c04940,Ca10 In1 Sb9,20.0,51.0,31.0,35.4,15.4,20.0,7.0,85.0,78.0,45.5,38.5,7.0,40.078,121.76,81.682,80.5719,40.493900000000004,40.078,429.75,1115.0,685.25,985.6885,129.31150000000002,1115.0,2.0,15.0,13.0,8.4,6.4,2.0,4.0,5.0,1.0,4.5,0.5,4.0,139.0,176.0,37.0,157.65,18.35,176.0,1.0,2.05,1.0499999999999998,1.5114999999999998,0.5115,1.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.4,1.44,0.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,13.0,8.4,6.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.6,1.6,0.0,24.26,37.77,13.510000000000002,34.3,3.4700000000000015,37.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,225.0,86.0,194.15,30.85,225.0
1163,Ge0.87Mn0.05Sb0.08Te1.00,398.0,124.03,95876.0,1.86,0.001474903,0.315597477,https://doi.org/10.1021/acs.chemmater.1c00331,Ge0.87 Mn0.05 Sb0.08 Te1,25.0,52.0,27.0,42.585,10.0882,52.0,52.0,90.0,38.0,84.065,6.0098,90.0,54.938045,127.6,72.66195499999999,101.642251125,27.567168785,127.6,722.66,1519.0,796.34,962.4152000000001,244.44601600000007,722.66,7.0,16.0,9.0,14.864999999999998,1.1458000000000002,16.0,4.0,5.0,1.0,4.54,0.4968,5.0,120.0,139.0,19.0,130.235,8.904449999999997,138.0,1.55,2.1,0.55,2.0450999999999997,0.05529200000000016,2.1,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.99,1.0108,4.0,5.0,10.0,5.0,9.875,0.24375000000000002,10.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,9.0,14.864999999999998,1.1458000000000002,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.86,1.0030000000000001,2.0,0.0,5.0,5.0,0.125,0.24375000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,2.985,0.985,2.0,10.4875862069,34.7633333333,24.2757471264,28.9134313218225,6.061627505731698,34.7633333333,0.0,0.464,0.464,0.398605,0.06539500000000001,0.464,0.0,0.000310120689655,0.000310120689655,7.753017241375e-06,1.511838362068125e-05,0.0,152.0,225.0,73.0,185.94,35.535199999999996,152.0
1164,Ge0.95Mn0.05Te1.00,398.0,56.77,306186.0,4.2888,0.000986786,0.091573623,https://doi.org/10.1021/acs.chemmater.1c00331,Ge0.95 Mn0.05 Te1,25.0,52.0,27.0,41.825,10.175,52.0,52.0,90.0,38.0,83.82499999999999,6.175,90.0,54.938045,127.6,72.66195499999999,99.677451125,27.922548874999997,127.6,722.66,1519.0,796.34,974.72,252.06000000000006,722.66,7.0,16.0,9.0,14.825,1.175,16.0,4.0,5.0,1.0,4.5,0.5,5.0,120.0,139.0,19.0,129.475,9.001249999999999,138.0,1.55,2.1,0.55,2.0435,0.05650000000000015,2.1,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.95,1.0499999999999998,4.0,5.0,10.0,5.0,9.875,0.24375000000000002,10.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,9.0,14.825,1.175,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.9,1.045,2.0,0.0,5.0,5.0,0.125,0.24375000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.025,1.025,2.0,10.4875862069,34.7633333333,24.2757471264,28.5712313218225,6.192102011477498,34.7633333333,0.0,0.464,0.464,0.413925,0.05007500000000001,0.464,0.0,0.000310120689655,0.000310120689655,7.753017241375e-06,1.5118383620681249e-05,0.0,152.0,225.0,73.0,188.3,36.3,152.0
1165,Ge0.96Mn0.02Sb0.02Te1.00,398.0,77.1,242268.0,3.7754,0.00144014,0.151818575,https://doi.org/10.1021/acs.chemmater.1c00331,Ge0.96 Mn0.02 Sb0.02 Te1,25.0,52.0,27.0,42.120000000000005,10.0576,52.0,52.0,90.0,38.0,84.29,5.7242,90.0,54.938045,127.6,72.66195499999999,100.43418044999999,27.592335940999995,127.6,722.66,1519.0,796.34,967.0298,245.63479600000005,722.66,7.0,16.0,9.0,14.940000000000001,1.0612,16.0,4.0,5.0,1.0,4.51,0.49979999999999997,5.0,120.0,139.0,19.0,129.38,9.0048,138.0,1.55,2.1,0.55,2.0507999999999997,0.049200000000000146,2.1,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.99,1.0102,4.0,5.0,10.0,5.0,9.95,0.0990000000000007,10.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,9.0,14.940000000000001,1.0612,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.95,1.009,2.0,0.0,5.0,5.0,0.05,0.099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.0,1.0,2.0,10.4875862069,34.7633333333,24.2757471264,28.844542528718996,5.973099954006619,34.7633333333,0.0,0.464,0.464,0.41584,0.04816000000000001,0.464,0.0,0.000310120689655,0.000310120689655,3.1012068965499998e-06,6.140389655169e-06,0.0,152.0,225.0,73.0,187.82999999999998,36.2666,152.0
1166,Ge0.98Mn0.01Sb0.01Te1.00,398.0,51.61,383505.0,5.1872,0.001021501,0.078377035,https://doi.org/10.1021/acs.chemmater.1c00331,Ge0.98 Mn0.01 Sb0.01 Te1,25.0,52.0,27.0,42.06,10.029399999999999,52.0,52.0,90.0,38.0,84.395,5.6110500000000005,90.0,54.938045,127.6,72.66195499999999,100.277090225,27.537738872749998,127.6,722.66,1519.0,796.34,967.0299,245.00239900000005,722.66,7.0,16.0,9.0,14.969999999999999,1.0303,16.0,4.0,5.0,1.0,4.505,0.49995,5.0,120.0,139.0,19.0,129.19,9.0062,138.0,1.55,2.1,0.55,2.0529,0.04710000000000014,2.1,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.995,1.00505,4.0,5.0,10.0,5.0,9.975000000000001,0.049749999999998594,10.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,9.0,14.969999999999999,1.0303,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.9749999999999996,1.00475,2.0,0.0,5.0,5.0,0.025,0.04975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.0,1.0,2.0,10.4875862069,34.7633333333,24.2757471264,28.864354597684496,5.925935189638654,34.7633333333,0.0,0.464,0.464,0.41967,0.04433000000000001,0.464,0.0,0.000310120689655,0.000310120689655,1.5506034482749999e-06,3.08570086206725e-06,0.0,152.0,225.0,73.0,188.165,36.38665,152.0
1167,Ge0.98Mn0.02Te1.00,398.0,51.6,377320.0,5.1337,0.001004637,0.077886433,https://doi.org/10.1021/acs.chemmater.1c00331,Ge0.98 Mn0.02 Te1,25.0,52.0,27.0,41.93,10.07,52.0,52.0,90.0,38.0,84.23,5.77,90.0,54.938045,127.6,72.66195499999999,99.94298045,27.657019549999998,127.6,722.66,1519.0,796.34,970.106,247.44600000000005,722.66,7.0,16.0,9.0,14.93,1.0699999999999998,16.0,4.0,5.0,1.0,4.5,0.5,5.0,120.0,139.0,19.0,129.19,9.0062,138.0,1.55,2.1,0.55,2.0504,0.049600000000000144,2.1,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.98,1.02,4.0,5.0,10.0,5.0,9.95,0.0990000000000007,10.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,9.0,14.93,1.0699999999999998,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.96,1.0192,2.0,0.0,5.0,5.0,0.05,0.099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.01,1.01,2.0,10.4875862069,34.7633333333,24.2757471264,28.758992528719,6.004340804580998,34.7633333333,0.0,0.464,0.464,0.41967,0.04433000000000001,0.464,0.0,0.000310120689655,0.000310120689655,3.1012068965499998e-06,6.140389655169e-06,0.0,152.0,225.0,73.0,188.42000000000002,36.42,152.0
1168,Ge0.99Mn0.01Te1.00,398.0,43.87,432990.0,5.9144,0.000833323,0.056077096,https://doi.org/10.1021/acs.chemmater.1c00331,Ge0.99 Mn0.01 Te1,25.0,52.0,27.0,41.965,10.035,52.0,52.0,90.0,38.0,84.365,5.635,90.0,54.938045,127.6,72.66195499999999,100.031490225,27.568509774999995,127.6,722.66,1519.0,796.34,968.568,245.90800000000007,722.66,7.0,16.0,9.0,14.965,1.035,16.0,4.0,5.0,1.0,4.5,0.5,5.0,120.0,139.0,19.0,129.095,9.00405,138.0,1.55,2.1,0.55,2.0526999999999997,0.04730000000000015,2.1,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.99,1.01,4.0,5.0,10.0,5.0,9.975000000000001,0.049749999999998594,10.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,9.0,14.965,1.035,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.98,1.0098,2.0,0.0,5.0,5.0,0.025,0.04975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.005,1.005,2.0,10.4875862069,34.7633333333,24.2757471264,28.821579597684497,5.9417537356154995,34.7633333333,0.0,0.464,0.464,0.421585,0.04241500000000001,0.464,0.0,0.000310120689655,0.000310120689655,1.5506034482749999e-06,3.08570086206725e-06,0.0,152.0,225.0,73.0,188.45999999999998,36.46,152.0
1169,Ge0.90Mn0.05Sb0.05Te1.00,398.0,92.3,136082.0,2.61,0.001183,0.176785504,https://doi.org/10.1021/acs.chemmater.1c00331,Ge0.9 Mn0.05 Sb0.05 Te1,25.0,52.0,27.0,42.3,10.135000000000002,52.0,52.0,90.0,38.0,83.975,6.07625,90.0,54.938045,127.6,72.66195499999999,100.905451125,27.73727631875,127.6,722.66,1519.0,796.34,967.0295000000001,247.53197500000005,722.66,7.0,16.0,9.0,14.85,1.1575000000000002,16.0,4.0,5.0,1.0,4.525,0.49874999999999997,5.0,120.0,139.0,19.0,129.95,8.955000000000002,138.0,1.55,2.1,0.55,2.0445,0.05577500000000013,2.1,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.975,1.02625,4.0,5.0,10.0,5.0,9.875,0.24375,10.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,9.0,14.85,1.1575000000000002,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.875,1.01875,2.0,0.0,5.0,5.0,0.125,0.24375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.0,1.0,2.0,10.4875862069,34.7633333333,24.2757471264,28.785106321822497,6.116971695386374,34.7633333333,0.0,0.464,0.464,0.40435,0.05965000000000001,0.464,0.0,0.000310120689655,0.000310120689655,7.753017241375e-06,1.511838362068125e-05,0.0,152.0,225.0,73.0,186.825,35.866249999999994,152.0
1170,Ge1.00Te1.00,398.0,36.45,538144.0,6.727,0.000714979,0.042301446,https://doi.org/10.1021/acs.chemmater.1c00331,Ge1 Te1,32.0,52.0,20.0,42.0,10.0,32.0,79.0,90.0,11.0,84.5,5.5,79.0,72.64,127.6,54.959999999999994,100.12,27.479999999999997,72.64,722.66,1211.4,488.7400000000001,967.03,244.37000000000006,722.66,14.0,16.0,2.0,15.0,1.0,14.0,4.0,5.0,1.0,4.5,0.5,4.0,120.0,138.0,18.0,129.0,9.0,120.0,2.01,2.1,0.0900000000000003,2.0549999999999997,0.04500000000000015,2.01,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,2.0,15.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,23.005,34.7633333333,11.758333333299998,28.884166666649996,5.879166666649999,23.005,0.383,0.464,0.08100000000000002,0.4235,0.04050000000000001,0.383,0.0,0.0,0.0,0.0,0.0,0.0,152.0,225.0,73.0,188.5,36.5,152.0
1171,Ti0.93Mn0.07Ni1.00Sn0.93Sb0.07,398.0,-85.19,283444.0,6.7718,0.002057048,0.120899207,https://doi.org/10.1021/acs.chemmater.7b02685,Ti0.93 Mn0.07 Ni1 Sn0.93 Sb0.07,22.0,51.0,29.0,33.42666666666667,11.095555555555556,28.0,43.0,85.0,42.0,61.66,12.46,61.0,47.867,121.76,73.893,75.32629105,29.064805966666665,58.6934,505.08,1941.0,1435.92,1390.8163333333334,571.8848888888889,1728.0,4.0,15.0,11.0,9.426666666666668,3.4777777777777774,10.0,4.0,5.0,1.0,4.333333333333333,0.44444444444444436,4.0,124.0,160.0,36.0,140.51,12.083799999999997,124.0,1.54,2.05,0.5099999999999998,1.805666666666667,0.17664444444444427,1.91,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,0.6900000000000001,0.92,0.0,2.0,10.0,8.0,6.736666666666667,3.0177777777777774,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,11.0,9.426666666666668,3.4777777777777774,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.31,1.7466666666666668,0.0,0.0,8.0,8.0,3.263333333333333,3.0177777777777774,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.573333333333333,2.1444444444444444,2.0,10.32,33.285,22.964999999999996,19.91336034482767,8.833926436781555,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.19847912148275862,0.26461038567816103,0.5953947,141.0,225.0,84.0,187.78666666666666,30.024444444444445,225.0
1172,Ti0.95Mn0.05Ni1.00Sn0.95Sb0.05,398.0,-108.32,237748.0,6.328,0.00278955,0.175448951,https://doi.org/10.1021/acs.chemmater.7b02685,Ti0.95 Mn0.05 Ni1 Sn0.95 Sb0.05,22.0,51.0,29.0,33.4,11.100000000000001,28.0,43.0,85.0,42.0,61.56666666666666,12.455555555555554,61.0,47.867,121.76,73.893,75.25881741666666,29.069121722222217,58.6934,505.08,1941.0,1435.92,1390.9716666666666,577.3044444444445,1728.0,4.0,15.0,11.0,9.399999999999999,3.5,10.0,4.0,5.0,1.0,4.333333333333333,0.4444444444444444,4.0,124.0,160.0,36.0,140.65,12.255,124.0,1.54,2.05,0.5099999999999998,1.805,0.17633333333333331,1.91,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,0.6833333333333332,0.911111111111111,0.0,2.0,10.0,8.0,6.716666666666666,3.0444444444444443,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,11.0,9.399999999999999,3.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3166666666666667,1.7555555555555555,0.0,0.0,8.0,8.0,3.283333333333333,3.0444444444444443,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.6,2.1666666666666665,2.0,10.32,33.285,22.964999999999996,19.966209770115,8.821693486589998,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.19847720423371648,0.26461166384418905,0.5953947,141.0,225.0,84.0,187.4666666666666,30.144444444444463,225.0
